no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,booking_status
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,4,27,Offline,0,0,0,0,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,2018,12,12,Online,0,0,0,1,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,2017,8,15,Offline,0,0,0,0,Canceled
2,1,2,3,Meal Plan 1,0,Room_Type 6,2018,8,14,Online,0,0,0,1,Canceled
2,0,1,2,Not Selected,0,Room_Type 1,2018,9,2,Online,0,0,0,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2017,8,14,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2017,12,30,Offline,0,0,0,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,7,17,Online,0,0,0,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,3,9,Online,0,0,0,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,1,2,Online,0,0,0,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,11,23,Offline,0,0,0,0,Not_Canceled
1,0,1,0,Not Selected,0,Room_Type 1,2018,2,22,Online,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,2018,12,16,Online,0,0,0,0,Not_Canceled
3,0,0,3,Meal Plan 2,0,Room_Type 4,2018,8,17,Online,0,0,0,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,6,2,Online,0,0,0,1,Not_Canceled
3,0,2,3,Meal Plan 1,0,Room_Type 1,2018,3,20,Offline,0,0,0,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2017,9,8,Corporate,0,0,0,0,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,2018,12,25,Online,0,0,0,2,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,7,20,Online,0,0,0,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,6,3,Offline,0,0,0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,5,5,Offline,0,0,0,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,6,24,Offline,0,0,0,0,Not_Canceled
1,0,1,0,Not Selected,0,Room_Type 1,2018,9,25,Online,0,0,0,1,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,2018,7,27,Online,0,0,0,0,Canceled
2,0,2,3,Meal Plan 1,1,Room_Type 1,2018,7,7,Offline,0,0,0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,2018,4,23,Online,0,0,0,0,Canceled
2,1,0,3,Meal Plan 1,0,Room_Type 4,2018,7,28,Online,0,0,0,1,Not_Canceled
1,0,0,1,Meal Plan 2,0,Room_Type 1,2017,9,30,Offline,0,0,0,0,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,2018,4,25,Online,0,0,0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,2018,10,29,Online,0,0,0,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 4,2018,5,18,Online,0,0,0,1,Not_Canceled
2,1,2,7,Meal Plan 1,0,Room_Type 1,2018,7,13,Online,0,0,0,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2017,10,2,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2017,9,18,Offline,0,0,0,0,Not_Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,2018,9,20,Online,0,0,0,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,9,11,Offline,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,8,1,Online,0,0,0,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,4,21,Online,0,0,0,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,7,6,Online,0,0,0,1,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,2018,5,23,Online,0,0,0,0,Canceled
2,0,1,3,Not Selected,0,Room_Type 1,2018,12,29,Online,0,0,0,0,Not_Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 1,2018,6,26,Online,0,0,0,0,Canceled
2,0,0,4,Not Selected,0,Room_Type 1,2018,2,24,Online,0,0,0,1,Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,2017,11,2,Online,0,0,0,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,10,27,Online,0,0,0,2,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,12,28,Online,0,0,0,2,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,2018,5,7,Online,0,0,0,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,10,11,Online,0,0,0,0,Not_Canceled
2,0,2,2,Not Selected,0,Room_Type 1,2017,8,9,Online,0,0,0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2017,10,15,Offline,0,0,0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,7,7,Corporate,0,0,0,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 4,2017,9,23,Online,0,0,0,1,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2017,12,30,Offline,0,0,0,0,Not_Canceled
2,1,0,2,Meal Plan 1,0,Room_Type 1,2018,12,9,Online,0,0,0,1,Canceled
3,0,2,5,Meal Plan 1,0,Room_Type 4,2018,8,11,Online,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,10,19,Offline,0,0,0,0,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,2018,12,20,Online,0,0,0,1,Not_Canceled
3,0,1,0,Meal Plan 1,0,Room_Type 4,2018,8,22,Online,0,0,0,0,Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 2,2018,9,12,Complementary,1,0,5,1,Not_Canceled
1,0,0,1,Not Selected,0,Room_Type 1,2018,11,25,Online,0,0,0,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,7,24,Offline,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,3,30,Online,0,0,0,3,Not_Canceled
2,0,4,9,Meal Plan 1,0,Room_Type 1,2018,2,19,Online,0,0,0,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,2018,8,14,Online,0,0,0,2,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2017,8,20,Online,0,0,0,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,7,2,Online,0,0,0,2,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2017,9,14,Online,0,0,0,2,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,2018,6,20,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,8,17,Offline,0,0,0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,10,13,Offline,0,0,0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2017,11,20,Offline,0,0,0,0,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,2018,3,26,Offline,0,0,0,0,Canceled
1,0,2,5,Meal Plan 1,0,Room_Type 4,2018,4,8,Online,0,0,0,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2017,11,4,Online,0,0,0,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,6,1,Online,0,0,0,0,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,2017,9,28,Corporate,0,0,0,1,Not_Canceled
2,2,0,3,Meal Plan 1,0,Room_Type 6,2018,4,28,Online,0,0,0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,10,20,Offline,0,0,0,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,8,1,Online,0,0,0,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,4,11,Online,0,0,0,1,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 4,2018,6,18,Offline,0,0,0,0,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,2018,4,25,Online,0,0,0,1,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,2018,12,5,Online,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,2018,3,18,Online,0,0,0,1,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 6,2017,9,15,Online,0,0,0,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,12,11,Offline,0,0,0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2017,11,5,Online,0,0,0,1,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,2018,2,22,Offline,0,0,0,1,Not_Canceled
1,0,2,0,Meal Plan 1,0,Room_Type 1,2017,10,25,Online,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2017,10,17,Offline,0,0,0,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,6,30,Offline,0,0,0,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,2018,9,4,Offline,0,0,0,0,Not_Canceled
1,0,1,0,Not Selected,0,Room_Type 1,2018,9,26,Online,0,0,0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,6,15,Offline,0,0,0,0,Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 4,2018,6,27,Online,0,0,0,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,8,27,Online,0,0,0,1,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,2018,9,5,Online,0,0,0,1,Not_Canceled
2,2,1,2,Meal Plan 1,0,Room_Type 6,2018,6,3,Online,0,0,0,2,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,9,20,Offline,0,0,0,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,9,25,Online,0,0,0,2,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2017,12,8,Corporate,1,0,4,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,10,16,Online,0,0,0,2,Canceled
2,1,1,1,Meal Plan 1,0,Room_Type 1,2018,4,30,Online,0,0,0,2,Not_Canceled
1,0,2,0,Meal Plan 1,0,Room_Type 1,2018,1,31,Online,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2018,10,14,Offline,0,0,0,1,Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,2018,1,2,Offline,0,0,0,0,Not_Canceled
2,0,0,4,Meal Plan 2,0,Room_Type 1,2017,8,18,Offline,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,11,4,Offline,0,0,0,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2017,8,7,Online,0,0,0,1,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,3,9,Corporate,0,0,0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,10,30,Online,0,0,0,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,3,17,Corporate,0,0,0,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,2017,11,14,Offline,0,0,0,0,Not_Canceled
2,0,2,3,Not Selected,0,Room_Type 1,2018,8,28,Online,0,0,0,1,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2017,10,16,Offline,0,0,0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,11,17,Corporate,0,0,0,0,Canceled
2,0,1,1,Not Selected,0,Room_Type 1,2018,2,13,Online,0,0,0,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2017,9,25,Offline,0,0,0,0,Not_Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 1,2017,8,4,Online,0,0,0,2,Not_Canceled
3,0,0,3,Meal Plan 1,1,Room_Type 1,2018,3,24,Online,0,0,0,1,Not_Canceled
2,0,2,2,Not Selected,1,Room_Type 1,2018,3,19,Offline,0,0,0,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,2018,1,19,Online,0,0,0,1,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,2018,3,14,Online,0,0,0,1,Canceled
3,0,0,4,Meal Plan 1,0,Room_Type 1,2018,3,16,Online,0,0,0,1,Not_Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 4,2018,12,30,Online,0,0,0,1,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,2018,4,13,Online,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,2018,4,1,Online,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,10,13,Offline,0,0,0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,2018,2,28,Online,0,0,0,0,Canceled
1,0,1,0,Not Selected,0,Room_Type 1,2018,4,10,Online,0,0,0,0,Not_Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 1,2017,10,3,Online,0,0,0,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,1,26,Corporate,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,10,4,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,5,27,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 2,2017,11,5,Online,0,0,0,2,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,2018,10,15,Offline,0,0,0,0,Canceled
2,2,0,1,Meal Plan 1,0,Room_Type 6,2018,8,13,Online,0,0,0,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,6,24,Offline,0,0,0,0,Canceled
1,0,2,0,Meal Plan 1,0,Room_Type 1,2017,10,4,Offline,0,0,0,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 4,2018,6,20,Online,0,0,0,1,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,2018,2,12,Online,0,0,0,0,Canceled
1,0,2,3,Meal Plan 1,0,Room_Type 1,2017,9,13,Online,0,0,0,2,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,2018,4,9,Offline,0,0,0,1,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,2018,4,11,Offline,0,0,0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,5,17,Corporate,0,0,0,0,Not_Canceled
2,0,0,4,Not Selected,0,Room_Type 1,2018,11,15,Online,0,0,0,1,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 5,2018,3,27,Online,0,0,0,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2018,3,30,Online,0,0,0,1,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,2018,8,28,Online,0,0,0,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,9,7,Online,0,0,0,2,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2017,10,16,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,2018,3,18,Online,0,0,0,1,Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,2018,1,2,Offline,0,0,0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2017,10,10,Offline,0,0,0,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,8,15,Online,0,0,0,1,Not_Canceled
1,0,1,0,Meal Plan 1,1,Room_Type 1,2018,3,13,Corporate,1,0,2,0,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,2018,2,22,Online,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,2,13,Online,0,0,0,1,Not_Canceled
1,0,0,1,Not Selected,0,Room_Type 1,2018,10,27,Online,0,0,0,1,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,2018,1,16,Online,0,0,0,1,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,2018,8,12,Online,0,0,0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,10,9,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2017,10,14,Online,0,0,0,0,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,2018,7,1,Offline,0,0,0,0,Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,2018,5,8,Corporate,1,1,4,0,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 4,2018,10,7,Online,0,0,0,1,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,10,26,Online,0,0,0,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2017,8,28,Corporate,1,1,2,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,2017,10,6,Online,0,0,0,1,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,2018,10,25,Online,0,0,0,1,Not_Canceled
2,0,2,2,Not Selected,0,Room_Type 1,2018,5,21,Online,0,0,0,0,Canceled
3,0,2,0,Meal Plan 1,0,Room_Type 4,2018,4,24,Online,0,0,0,1,Not_Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 4,2018,6,23,Online,0,0,0,1,Not_Canceled
2,0,3,8,Meal Plan 1,0,Room_Type 4,2018,8,29,Online,0,0,0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 4,2018,11,10,Aviation,0,0,0,0,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 4,2017,12,26,Online,0,0,0,1,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,2017,8,15,Offline,0,0,0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,2018,11,12,Offline,0,0,0,0,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 4,2018,6,14,Corporate,0,0,0,0,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,2017,9,20,Corporate,1,1,0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,12,2,Corporate,0,0,0,1,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,2018,11,16,Offline,0,0,0,0,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,2018,9,28,Online,0,0,0,3,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,4,11,Online,0,0,0,0,Not_Canceled
2,0,2,6,Meal Plan 1,0,Room_Type 4,2018,3,5,Online,0,0,0,1,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2018,11,16,Offline,0,0,0,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2017,12,9,Offline,0,0,0,0,Not_Canceled
1,0,2,4,Meal Plan 1,0,Room_Type 1,2018,9,4,Offline,0,0,0,0,Not_Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,2018,1,29,Online,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,10,27,Offline,0,0,0,0,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,2018,12,1,Online,0,0,0,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2017,10,2,Offline,0,0,0,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,2,18,Online,0,0,0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2017,12,17,Corporate,1,0,5,0,Not_Canceled
1,0,0,1,Not Selected,0,Room_Type 1,2018,12,20,Online,0,0,0,2,Not_Canceled
2,1,1,0,Meal Plan 1,0,Room_Type 1,2017,9,13,Online,0,0,0,2,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,2,16,Online,0,0,0,1,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,2017,10,25,Corporate,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,1,29,Online,0,0,0,0,Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,2017,9,4,Offline,0,0,0,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,5,24,Corporate,0,0,0,0,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,2018,10,2,Online,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,2018,3,25,Offline,0,0,0,0,Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,2017,9,14,Online,0,0,0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2017,10,11,Online,0,0,0,0,Not_Canceled
1,0,2,4,Meal Plan 1,0,Room_Type 1,2018,6,12,Offline,0,0,0,0,Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,2018,4,14,Offline,0,0,0,0,Not_Canceled
2,0,2,3,Meal Plan 2,0,Room_Type 1,2018,2,14,Online,0,0,0,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 4,2017,11,4,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,6,17,Online,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,10,12,Offline,0,0,0,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,7,29,Online,0,0,0,0,Canceled
2,0,1,0,Not Selected,0,Room_Type 1,2018,5,16,Online,0,0,0,1,Not_Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 3,2018,11,1,Corporate,0,0,0,1,Not_Canceled
1,0,1,0,Not Selected,0,Room_Type 1,2018,5,23,Offline,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,2018,7,20,Online,0,0,0,2,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2018,11,1,Offline,0,0,0,0,Canceled
2,2,1,4,Meal Plan 1,0,Room_Type 6,2018,8,24,Online,0,0,0,0,Canceled
2,0,4,7,Not Selected,0,Room_Type 1,2018,12,9,Online,0,0,0,0,Not_Canceled
2,0,2,5,Meal Plan 2,0,Room_Type 1,2018,5,19,Offline,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2017,12,29,Online,0,0,0,2,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,2018,12,2,Online,0,0,0,2,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,10,5,Online,0,0,0,2,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2017,7,7,Online,0,0,0,1,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,12,3,Online,0,0,0,1,Not_Canceled
1,0,0,3,Meal Plan 2,0,Room_Type 1,2018,5,10,Offline,0,0,0,0,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,2018,9,2,Online,0,0,0,1,Not_Canceled
1,0,0,1,Meal Plan 2,0,Room_Type 1,2018,4,6,Online,0,0,0,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2018,3,29,Online,0,0,0,1,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2018,4,13,Online,0,0,0,1,Not_Canceled
2,0,0,5,Meal Plan 1,0,Room_Type 1,2017,10,20,Online,0,0,0,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,4,8,Offline,0,0,0,0,Not_Canceled
2,1,0,3,Meal Plan 1,0,Room_Type 1,2018,10,6,Online,0,0,0,0,Not_Canceled
2,2,0,1,Meal Plan 1,0,Room_Type 6,2018,7,22,Online,0,0,0,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,9,5,Online,0,0,0,2,Canceled
2,0,2,5,Meal Plan 2,0,Room_Type 4,2018,9,6,Online,0,0,0,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,11,17,Offline,0,0,0,0,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,2018,10,29,Online,0,0,0,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,10,12,Offline,0,0,0,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,10,14,Offline,0,0,0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,3,2,Online,0,0,0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,1,26,Corporate,0,0,0,0,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,2018,2,12,Online,0,0,0,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,7,17,Online,0,0,0,1,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 4,2018,6,20,Online,0,0,0,1,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2018,9,13,Offline,0,0,0,1,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2018,5,17,Offline,0,0,0,0,Canceled
2,0,0,3,Not Selected,0,Room_Type 1,2017,9,30,Online,0,0,0,0,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,2017,9,12,Online,0,0,0,3,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,1,24,Online,0,0,0,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2017,10,1,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,6,17,Offline,0,0,0,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,4,8,Online,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,2018,6,10,Online,0,0,0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,5,3,Online,0,0,0,1,Not_Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,2018,8,7,Online,0,0,0,1,Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 1,2018,4,15,Online,0,0,0,2,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,4,29,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,7,1,Online,0,0,0,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,6,2,Offline,0,0,0,0,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,2018,9,25,Offline,0,0,0,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,2,7,Offline,0,0,0,0,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,2018,2,28,Offline,0,0,0,0,Not_Canceled
1,0,1,3,Meal Plan 1,0,Room_Type 1,2018,11,14,Online,0,0,0,1,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,2018,5,13,Online,0,0,0,2,Not_Canceled
